PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,COURSE_IDENTIFICATION,COURSE_REFERENCE_NUMBER,Prior_Overall_GPA_Term,Prior_Overall_Term_Desc,Prior_Overall_GPA_Term_Level,Prior_Term_Overall_GPA
234926,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.28
234989,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.36
235002,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.32727273
235003,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.59411765
235039,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.27692308
235049,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.61538462
235072,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.17647059
235132,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.509375
235196,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.8875
235241,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.32258065
235263,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
235290,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.56333333
235331,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.76666667
235340,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.47333333
235357,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,4
235358,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,2.903125
235362,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.85
235390,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.47142857
235407,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.57714286
235415,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.19230769
235417,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.46153846
235420,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
235455,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.45
235460,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
235467,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.51875
235487,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.73076923
235507,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.86875
235517,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.34285714
235525,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.39285714
235579,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.53571429
235608,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
235615,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
235622,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.51538462
235642,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.8952381
235650,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.95384615
235651,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.7
235666,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.53235294
235728,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.7125
235778,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.78571429
235806,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.94
235877,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.76470588
235878,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.9
235903,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.76333333
235921,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.50714286
235947,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.86363636
235984,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
235998,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,1.88571429
236000,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.90769231
236005,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.58666667
236011,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
236014,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.3875
236035,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
236085,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
236093,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.12857143
236155,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
236160,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.83666667
236163,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
236178,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.38461539
236296,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.32857143
236319,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.9
236321,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.12608696
236322,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.51538462
236391,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.54516129
236392,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,2.50625
236409,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
236410,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.69032258
236415,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.85882353
236419,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.8
236423,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.75
236440,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.76923077
236464,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,2.8125
236466,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.46923077
236471,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.96923077
236494,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.77619048
236516,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.32
236540,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.54117647
236543,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.43333333
236561,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.57857143
236610,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.63888889
236620,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.75
236629,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.19333333
236633,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
236781,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
236806,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
236822,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.62142857
236842,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.79285714
236849,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.64285714
236858,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.70967742
236905,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.255
236912,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.46666667
236913,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.91071429
236928,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.6
236929,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.33333333
236938,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.77407407
236939,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,2.1875
236990,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.3875
236999,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.86666667
237046,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.48666667
237054,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.46666667
237057,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,1.875
237079,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.58571429
237133,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.57333333
237147,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3.02083333
237230,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.94
237260,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.44666667
237267,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.2
237279,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.7
237295,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.93076923
237325,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.91428571
237328,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.2
237408,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.825
237412,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.608
237416,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.21875
237418,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.89166667
237439,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.1
237445,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.66666667
237452,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.17857143
237463,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.90769231
237499,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.45714286
237542,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.3125
237624,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.4
237643,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.27333333
237659,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.56470588
237702,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
237705,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.53157895
237713,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.95714286
237717,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.84210526
237750,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.90769231
237753,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.90625
237770,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.88461539
237797,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.87333333
237807,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.625
237816,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.52666667
237822,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.57857143
237838,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,2.67647059
237888,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.38666667
237898,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.65862069
237906,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,4
237934,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.18235294
237985,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.95714286
238070,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.6826087
238201,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.190625
238215,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.325
238218,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.10666667
238224,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.890625
238255,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.13214286
238256,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.94
238339,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.71428571
238345,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.76428571
238361,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.53571429
238371,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.72941177
238375,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.94
238396,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.93571429
238398,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.5
238399,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,1.81818182
238412,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.76470588
238421,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.8
238423,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.659375
238428,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.03157895
238429,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.46153846
238438,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
238454,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.88787879
238494,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.08275862
238506,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.87142857
238518,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.525
238520,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.51428571
238538,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
238582,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,2.96
238605,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.9
238645,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.25
238645,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.06785714
238667,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.15384615
238689,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,2.52941177
238689,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,2.52941177
238697,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.41176471
238724,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.49032258
238729,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,4
238739,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.71428571
238744,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
238813,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.92162162
238833,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
238837,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.52608696
238873,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.41034483
238893,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.66896552
238898,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.79411765
238922,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.8875
238929,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.25333333
238937,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.8125
238967,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.50666667
239079,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.20666667
239083,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,1.69375
239100,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.509375
239180,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.20666667
239225,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.51428571
239236,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.375
239239,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.81538462
239241,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.86153846
239253,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,0.32857143
239260,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.28571429
239278,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
239283,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.72222222
239324,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.68571429
239332,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3.85555556
239335,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
239361,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,2.575
239366,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.71428571
239399,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.8
239405,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
239406,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.61428571
239431,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.25333333
239437,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.65333333
239491,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
239509,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
239523,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
239524,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.4
239578,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.22222222
239585,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.93571429
239596,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,3.64193548
239639,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.76666667
239641,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.55
239655,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.53333333
239656,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.86
239690,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.47692308
239718,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.9625
239721,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.12857143
239738,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.2
239770,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.17857143
239814,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.71428571
239818,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.92
239826,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.68571429
239835,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.59285714
239872,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.91428571
239883,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.60454546
239891,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,2.03571429
239954,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,4
239955,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.86875
239995,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,4
240008,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,1.995
240015,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,4
